phone_number,call_timestamp,call_duration_sec,call_frequency_24h,is_international,country_code,number_length,is_toll_free,is_premium_rate,sequential_digits,hour_of_day,is_weekend,country_mismatch,repeated_calls_same_number,label
+18003194789,2024-11-22 08:10:47,482,5,0,+1,11,1,0,0,8,0,0,2,legitimate
+14048580838,2024-02-11 14:00:59,366,5,0,+1,11,0,0,0,14,1,0,2,legitimate
+9107018058,2024-10-17 06:48:23,11,16,1,+91,10,0,0,0,6,0,1,15,spam
+19370000000,2024-04-17 18:47:46,4,7,0,+1,11,0,0,1,18,0,1,13,spoofed
+17021111111,2024-09-25 13:09:26,2,7,0,+1,11,0,0,1,13,0,1,2,spoofed
+13250000000,2024-03-20 02:45:28,3,5,0,+1,11,0,0,1,2,0,1,8,spoofed
+6206998189237,2024-02-06 01:16:19,11,4,1,+62,13,0,0,0,1,0,1,15,spam
+19766558419,2024-02-01 03:47:37,553,1,0,+1,11,0,1,0,3,0,0,2,legitimate
+14703176029,2024-07-29 05:54:17,6,8,0,+1,11,0,0,0,5,0,0,0,voip_fraud
+85526523465,2024-12-24 11:18:27,13,5,1,+85,11,0,0,0,11,0,1,4,spam
+14703205357,2024-12-03 04:26:15,0,8,0,+1,11,0,0,0,4,0,0,0,voip_fraud
+18003055673,2024-01-22 14:03:10,473,4,0,+1,11,1,0,0,14,0,0,1,legitimate
+17021517848,2024-04-25 15:23:13,5,45,0,+1,11,0,0,0,15,0,0,6,robocall
+19764771932,2024-01-20 08:23:07,4,25,0,+1,11,0,1,0,8,1,0,10,robocall
+9982443677041,2024-02-14 00:32:02,2,23,1,+99,13,0,0,0,0,0,1,5,spam
+17622399343,2024-10-21 22:59:09,4,6,0,+1,11,0,0,0,22,0,0,1,voip_fraud
+18005761916,2024-08-01 05:00:58,2,12,0,+1,11,1,0,0,5,0,0,7,robocall
+16176813390,2024-10-11 10:45:43,358,5,0,+1,11,0,0,0,10,0,0,1,legitimate
+13124204558,2024-01-13 00:01:18,153,2,0,+1,11,0,0,0,0,1,0,0,legitimate
+17470000000,2024-02-02 08:42:07,2,6,0,+1,11,0,0,1,8,0,1,0,spoofed
+18779542262,2024-07-10 15:33:29,213,3,0,+1,11,1,0,0,15,0,0,2,legitimate
+14707535759,2024-02-27 05:14:37,3,8,0,+1,11,0,0,0,5,0,0,2,voip_fraud
+13057614267,2024-08-19 00:32:25,458,4,0,+1,11,0,0,0,0,0,0,1,legitimate
+12129483659,2024-10-06 13:19:52,32,4,0,+1,11,0,0,0,13,1,0,2,legitimate
+623111496336,2024-01-14 18:34:39,13,6,1,+62,12,0,0,0,18,1,1,1,spam
+16179322929,2024-10-29 22:41:27,614,3,0,+1,11,0,0,0,22,0,0,0,premium_rate
+14153163192,2024-03-19 21:13:35,0,21,0,+1,11,0,0,0,21,0,0,11,robocall
+18007865099,2024-10-18 14:09:20,214,1,0,+1,11,1,0,0,14,0,0,1,legitimate
+9196050346117,2024-05-01 09:05:30,13,11,1,+91,13,0,0,0,9,0,1,2,spam
+12009996178,2024-07-01 04:51:03,3,8,0,+1,11,0,0,0,4,0,1,9,spoofed
+11234567890,2024-03-17 18:11:14,5,5,0,+1,11,0,0,1,18,1,1,13,spoofed
+234724491764,2024-10-02 22:58:11,8,6,1,+23,12,0,0,0,22,0,1,9,spam
+18779539119,2024-06-23 02:43:13,368,2,0,+1,11,1,0,0,2,1,0,2,legitimate
+13059640891,2024-12-21 19:55:54,545,4,0,+1,11,0,0,0,19,1,0,1,legitimate
+18722287783,2024-12-03 13:33:46,8,9,0,+1,11,0,0,0,13,0,0,2,voip_fraud
+12127421134,2024-12-15 13:11:22,249,2,0,+1,11,0,0,0,13,1,0,1,legitimate
+15039311038,2024-05-12 22:50:55,1716,1,0,+1,11,0,0,0,22,1,0,0,premium_rate
+17627275832,2024-11-13 22:55:42,0,20,0,+1,11,0,0,0,22,0,0,1,voip_fraud
+16179901166,2024-01-04 20:56:43,287,3,0,+1,11,0,0,0,20,0,0,0,legitimate
+18669346722,2024-07-29 01:20:50,476,3,0,+1,11,1,0,0,1,0,0,0,legitimate
+440917507519,2024-03-23 12:52:57,9,18,1,+44,12,0,0,0,12,1,1,20,spam
+17025258198,2024-09-28 17:21:18,574,4,0,+1,11,0,0,0,17,1,0,1,legitimate
+911653595539,2024-05-17 11:51:03,8,24,1,+91,12,0,0,0,11,0,1,18,spam
+13122916069,2024-05-17 17:52:23,585,1,0,+1,11,0,0,0,17,0,0,2,legitimate
+17025754387,2024-10-24 22:17:55,444,4,0,+1,11,0,0,0,22,0,0,1,legitimate
+15032911569,2024-11-08 14:51:00,98,3,0,+1,11,0,0,0,14,0,0,0,legitimate
+19003357135,2024-11-03 12:10:39,0,48,0,+1,11,0,1,0,12,1,0,2,robocall
+44084951704,2024-03-05 01:48:18,9,9,1,+44,11,0,0,0,1,0,1,0,spam
+17021214643,2024-08-02 11:54:19,518,3,0,+1,11,0,0,0,11,0,0,1,legitimate
+14158668795,2024-08-11 19:30:57,2,12,0,+1,11,0,0,0,19,1,0,12,robocall
+18031111111,2024-08-15 03:57:52,0,9,0,+1,11,0,0,1,3,0,1,19,spoofed
+14152064889,2024-10-04 02:57:07,2,47,0,+1,11,0,0,0,2,0,0,20,robocall
+14048809160,2024-12-24 01:00:36,8,23,0,+1,11,0,0,0,1,0,0,3,robocall
+13054887353,2024-02-19 21:06:31,517,3,0,+1,11,0,0,0,21,0,0,0,legitimate
+16480000000,2024-04-30 01:32:52,4,1,0,+1,11,0,0,1,1,0,1,8,spoofed
+12026469850,2024-10-13 12:26:59,243,5,0,+1,11,0,0,0,12,1,0,2,legitimate
+12029656136,2024-08-05 01:21:24,6,39,0,+1,11,0,0,0,1,0,0,16,robocall
+6658294863099,2024-08-24 22:09:33,7,13,1,+66,13,0,0,0,22,1,1,20,spam
+17023898794,2024-12-24 20:41:23,1,42,0,+1,11,0,0,0,20,0,0,11,robocall
+14046485069,2024-02-29 02:57:29,8,48,0,+1,11,0,0,0,2,0,0,17,robocall
+18002714793,2024-07-16 04:10:59,394,5,0,+1,11,1,0,0,4,0,0,0,legitimate
+12023096684,2024-01-27 10:59:07,10,4,0,+1,11,0,0,0,10,1,0,2,voip_fraud
+13127062194,2024-01-28 01:54:04,314,1,0,+1,11,0,0,0,1,1,0,2,legitimate
+14044226808,2024-08-15 07:38:25,5,15,0,+1,11,0,0,0,7,0,0,9,robocall
+12022118894,2024-05-12 05:46:16,1,15,0,+1,11,0,0,0,5,1,0,9,robocall
+19763576811,2024-01-28 11:00:27,119,3,0,+1,11,0,1,0,11,1,0,2,legitimate
+19761954111,2024-01-12 07:17:15,7,22,0,+1,11,0,1,0,7,0,0,6,robocall
+12122137683,2024-02-29 01:28:37,527,4,0,+1,11,0,0,0,1,0,0,0,legitimate
+18886903868,2024-08-26 16:02:00,203,3,0,+1,11,1,0,0,16,0,0,2,legitimate
+855942221660,2024-11-09 11:11:12,10,28,1,+85,12,0,0,0,11,1,1,3,spam
+18772559282,2024-05-27 01:58:46,270,5,0,+1,11,1,0,0,1,0,0,1,legitimate
+15038415891,2024-07-22 05:20:41,314,2,0,+1,11,0,0,0,5,0,0,2,legitimate
+2347475291483,2024-07-06 20:24:55,7,4,1,+23,13,0,0,0,20,1,1,17,spam
+7823398951,2024-02-24 22:07:15,12,27,1,+78,10,0,0,0,22,1,1,19,spam
+18772332215,2024-07-29 22:42:16,857,2,0,+1,11,1,0,0,22,0,0,1,premium_rate
+15031157045,2024-11-24 00:00:17,787,1,0,+1,11,0,0,0,0,1,0,1,premium_rate
+12024894835,2024-06-14 03:05:30,341,3,0,+1,11,0,0,0,3,0,0,1,legitimate
+15430000000,2024-11-29 00:13:15,2,1,0,+1,11,0,0,1,0,0,1,8,spoofed
+668646414735,2024-11-06 09:27:35,11,13,1,+66,12,0,0,0,9,0,1,6,spam
+17025550839,2024-05-27 19:32:14,350,3,0,+1,11,0,0,0,19,0,0,0,legitimate
+18002835292,2024-09-09 03:11:11,175,4,0,+1,11,1,0,0,3,0,0,1,legitimate
+12024804253,2024-12-02 15:35:49,498,4,0,+1,11,0,0,0,15,0,0,1,legitimate
+12370000000,2024-04-09 00:31:49,5,10,0,+1,11,0,0,1,0,0,1,16,spoofed
+14152984167,2024-03-25 01:51:47,272,1,0,+1,11,0,0,0,1,0,0,0,legitimate
+13057078997,2024-07-05 20:29:43,6,38,0,+1,11,0,0,0,20,0,0,16,robocall
+19769224559,2024-11-18 12:38:22,586,4,0,+1,11,0,1,0,12,0,0,1,legitimate
+15034164360,2024-03-08 12:08:20,3,48,0,+1,11,0,0,0,12,0,0,17,robocall
+85500378101032,2024-01-03 16:09:54,5,11,1,+85,14,0,0,0,16,0,1,3,spam
+447744608,2024-04-23 09:35:58,8,11,1,+44,9,0,0,0,9,0,1,18,spam
+12026495036,2024-07-14 14:48:46,8,9,0,+1,11,0,0,0,14,1,0,8,robocall
+6282209252109,2024-05-20 04:12:40,7,24,1,+62,13,0,0,0,4,0,1,8,spam
+13051183744,2024-05-31 21:59:42,176,3,0,+1,11,0,0,0,21,0,0,0,legitimate
+863015089229,2024-09-15 06:02:37,4,7,1,+86,12,0,0,0,6,1,1,2,spam
+18885025343,2024-08-11 11:36:30,307,4,0,+1,11,1,0,0,11,1,0,1,legitimate
+18451111111,2024-01-16 23:29:04,5,1,0,+1,11,0,0,1,23,0,1,16,spoofed
+12009993855,2024-11-07 22:44:30,3,3,0,+1,11,0,0,0,22,0,1,10,spoofed
+18001186817,2024-01-29 21:41:18,4,28,0,+1,11,1,0,0,21,0,0,1,robocall
+12026245578,2024-01-22 09:09:03,351,5,0,+1,11,0,0,0,9,0,0,2,legitimate
+12027488346,2024-09-24 03:46:49,450,2,0,+1,11,0,0,0,3,0,0,1,legitimate
+18009291408,2024-08-05 15:44:26,371,2,0,+1,11,1,0,0,15,0,0,2,legitimate
+447783182,2024-07-28 06:30:40,6,5,1,+44,9,0,0,0,6,1,1,18,spam
+16176045519,2024-12-28 04:51:29,89,5,0,+1,11,0,0,0,4,1,0,1,legitimate
+16175928043,2024-01-06 22:58:11,342,2,0,+1,11,0,0,0,22,1,0,2,legitimate
+19005085482,2024-06-16 09:06:51,0,25,0,+1,11,0,1,0,9,1,0,20,robocall
+17025550794,2024-11-13 12:42:23,284,5,0,+1,11,0,0,0,12,0,0,2,legitimate
+13054898050,2024-09-21 10:03:51,2,39,0,+1,11,0,0,0,10,1,0,8,robocall
+18888345910,2024-05-11 16:48:56,277,3,0,+1,11,1,0,0,16,1,0,0,legitimate
+13465751912,2024-01-29 12:57:44,8,8,0,+1,11,0,0,0,12,0,0,1,voip_fraud
+14154080145,2024-05-05 03:35:38,6,35,0,+1,11,0,0,0,3,1,0,5,robocall
+621259968,2024-05-22 16:44:13,6,27,1,+62,9,0,0,0,16,0,1,7,spam
+234055724772,2024-02-12 07:49:36,8,30,1,+23,12,0,0,0,7,0,1,6,spam
+19741111111,2024-09-09 11:23:04,2,7,0,+1,11,0,0,1,11,0,1,19,spoofed
+666180980,2024-11-03 17:35:46,2,11,1,+66,9,0,0,0,17,1,1,0,spam
+17132818941,2024-01-01 00:12:43,7,5,0,+1,11,0,0,0,0,0,0,18,robocall
+18009289832,2024-11-04 01:35:37,339,3,0,+1,11,1,0,0,1,0,0,2,legitimate
+14830000000,2024-07-26 11:44:30,3,2,0,+1,11,0,0,1,11,0,1,20,spoofed
+18667649320,2024-01-12 23:28:13,2,31,0,+1,11,1,0,0,23,0,0,9,robocall
+16285454368,2024-12-18 22:06:34,10,13,0,+1,11,0,0,0,22,0,0,0,voip_fraud
+18885097436,2024-12-04 16:43:38,73,5,0,+1,11,1,0,0,16,0,0,1,legitimate
+12024332284,2024-02-17 02:45:38,444,3,0,+1,11,0,0,0,2,1,0,0,legitimate
+15032553638,2024-01-31 12:47:00,122,5,0,+1,11,0,0,0,12,0,0,0,legitimate
+19769635649,2024-08-27 15:56:19,539,1,0,+1,11,0,1,0,15,0,0,0,legitimate
+8552116866,2024-12-06 01:10:52,10,22,1,+85,10,0,0,0,1,0,1,5,spam
+15037506753,2024-10-23 15:35:19,8,35,0,+1,11,0,0,0,15,0,0,18,robocall
+14049446410,2024-07-31 17:10:30,8,21,0,+1,11,0,0,0,17,0,0,14,robocall
+10123456789,2024-07-29 22:56:57,0,8,0,+1,11,0,0,1,22,0,1,7,spoofed
+18778763013,2024-10-24 17:50:47,72,4,0,+1,11,1,0,0,17,0,0,2,legitimate
+13124548039,2024-06-09 16:45:49,550,5,0,+1,11,0,0,0,16,1,0,2,legitimate
+14047394350,2024-01-20 03:00:31,157,2,0,+1,11,0,0,0,3,1,0,1,legitimate
+16173556085,2024-02-20 21:34:54,550,2,0,+1,11,0,0,0,21,0,0,1,legitimate
+17134528807,2024-10-16 12:18:16,70,2,0,+1,11,0,0,0,12,0,0,2,legitimate
+12009997659,2024-02-27 21:27:38,0,8,0,+1,11,0,0,0,21,0,1,7,spoofed
+9984163707,2024-11-22 05:31:58,6,25,1,+99,10,0,0,0,5,0,1,4,spam
+86301281940,2024-01-02 03:05:08,11,14,1,+86,11,0,0,0,3,0,1,4,spam
+13127838926,2024-09-17 15:45:34,390,1,0,+1,11,0,0,0,15,0,0,2,legitimate
+14047911210,2024-03-28 03:46:27,364,5,0,+1,11,0,0,0,3,0,0,0,legitimate
+17864777088,2024-08-04 17:46:28,0,4,0,+1,11,0,0,0,17,1,0,1,voip_fraud
+13324782419,2024-11-22 14:31:50,2,19,0,+1,11,0,0,0,14,0,0,1,voip_fraud
+16176470509,2024-09-16 01:21:17,284,2,0,+1,11,0,0,0,1,0,0,0,premium_rate
+18885102384,2024-10-22 17:13:20,599,3,0,+1,11,1,0,0,17,0,0,1,legitimate
+12124708126,2024-07-08 18:23:45,328,3,0,+1,11,0,0,0,18,0,0,2,legitimate
+18889903570,2024-05-21 15:19:12,440,2,0,+1,11,1,0,0,15,0,0,0,legitimate
+14410000000,2024-10-12 06:42:41,4,5,0,+1,11,0,0,1,6,1,1,12,spoofed
+11234567890,2024-11-11 06:27:38,1,10,0,+1,11,0,0,1,6,0,1,9,spoofed
+2344345646,2024-07-21 06:38:30,3,29,1,+23,10,0,0,1,6,1,1,16,spam
+3809535644119,2024-12-01 21:12:22,6,27,1,+38,13,0,0,0,21,1,1,14,spam
+9989677813414,2024-06-24 04:17:54,6,20,1,+99,13,0,0,0,4,0,1,13,spam
+12710000000,2024-03-30 07:26:14,0,7,0,+1,11,0,0,1,7,1,1,3,spoofed
+12009996428,2024-01-06 12:34:37,1,2,0,+1,11,0,0,0,12,1,1,15,spoofed
+19764071209,2024-10-19 16:19:24,1345,3,0,+1,11,0,1,0,16,1,0,1,premium_rate
+13057807418,2024-12-14 21:36:28,288,3,0,+1,11,0,0,0,21,1,0,0,legitimate
+3809965912394,2024-05-11 20:49:38,6,22,1,+38,13,0,0,0,20,1,1,6,spam
+912714359341,2024-01-19 12:06:41,15,16,1,+91,12,0,0,0,12,0,1,10,spam
+17133701920,2024-09-13 16:46:38,565,3,0,+1,11,0,0,0,16,0,0,1,legitimate
+12022920264,2024-05-13 22:50:37,498,5,0,+1,11,0,0,0,22,0,0,2,legitimate
+17021307716,2024-11-09 14:35:51,7,18,0,+1,11,0,0,0,14,1,0,20,robocall
+16286228283,2024-07-23 02:05:29,9,12,0,+1,11,0,0,0,2,0,0,1,voip_fraud
+19004016609,2024-05-12 08:16:55,536,2,0,+1,11,0,1,0,8,1,0,0,legitimate
+12027832871,2024-08-25 17:59:49,211,1,0,+1,11,0,0,0,17,1,0,1,legitimate
+19769906779,2024-08-19 11:16:07,593,1,0,+1,11,0,1,0,11,0,0,1,legitimate
+6257268500728,2024-12-12 22:19:53,5,19,1,+62,13,0,0,0,22,0,1,20,spam
+18772107591,2024-12-01 00:51:59,249,5,0,+1,11,1,0,0,0,1,0,2,legitimate
+14044018677,2024-12-15 17:01:46,502,2,0,+1,11,0,0,0,17,1,0,1,legitimate
+16176467463,2024-07-11 08:52:50,432,3,0,+1,11,0,0,0,8,0,0,0,legitimate
+18884439091,2024-11-10 14:41:33,8,27,0,+1,11,1,0,0,14,1,0,16,robocall
+16178566133,2024-05-07 11:37:43,499,1,0,+1,11,0,0,0,11,0,0,0,legitimate
+14154155440,2024-02-15 09:57:37,585,2,0,+1,11,0,0,0,9,0,0,2,legitimate
+234015417765,2024-08-24 17:26:52,8,5,1,+23,12,0,0,0,17,1,1,1,spam
+17136109362,2024-11-10 03:05:51,468,3,0,+1,11,0,0,0,3,1,0,0,legitimate
+18667564279,2024-09-23 16:04:22,5,34,0,+1,11,1,0,0,16,0,0,3,robocall
+11234567890,2024-08-14 19:09:34,0,7,0,+1,11,0,0,1,19,0,1,7,spoofed
+12121380237,2024-11-12 21:58:55,200,1,0,+1,11,0,0,0,21,0,0,1,legitimate
+16171394043,2024-10-07 20:34:51,4,16,0,+1,11,0,0,0,20,0,0,13,robocall
+18776825384,2024-10-04 12:59:55,3,29,0,+1,11,1,0,0,12,0,0,1,robocall
+15031780782,2024-03-25 23:08:13,325,4,0,+1,11,0,0,0,23,0,0,0,legitimate
+14154854842,2024-04-18 22:56:36,516,3,0,+1,11,0,0,0,22,0,0,0,legitimate
+16693325151,2024-06-13 00:57:01,3,3,0,+1,11,0,0,0,0,0,0,2,voip_fraud
+6252115424015,2024-01-12 21:47:16,5,29,1,+62,13,0,0,0,21,0,1,20,spam
+13059324584,2024-06-27 18:24:23,814,3,0,+1,11,0,0,0,18,0,0,2,premium_rate
+11234567890,2024-08-19 09:15:01,5,8,0,+1,11,0,0,1,9,0,1,12,spoofed
+2345068985,2024-02-15 03:34:35,12,5,1,+23,10,0,0,1,3,0,1,2,spam
+17264427937,2024-10-02 12:18:24,1,3,0,+1,11,0,0,0,12,0,0,2,voip_fraud
+16810000000,2024-03-16 16:11:52,2,2,0,+1,11,0,0,1,16,1,1,19,spoofed
+10123456789,2024-12-24 02:11:17,5,3,0,+1,11,0,0,1,2,0,1,4,spoofed
+12009998615,2024-04-06 22:57:31,2,6,0,+1,11,0,0,0,22,1,1,7,spoofed
+12028979753,2024-11-01 15:55:54,528,2,0,+1,11,0,0,0,15,0,0,1,legitimate
+16176618685,2024-09-07 03:20:46,412,5,0,+1,11,0,0,0,3,1,0,1,legitimate
+18006626809,2024-12-29 03:19:51,2,43,0,+1,11,1,0,0,3,1,0,11,robocall
+13053550420,2024-03-24 13:07:34,449,2,0,+1,11,0,0,0,13,1,0,2,legitimate
+13054415429,2024-06-26 20:18:45,324,1,0,+1,11,0,0,0,20,0,0,0,legitimate
+18007519046,2024-12-13 22:08:21,209,3,0,+1,11,1,0,0,22,0,0,2,legitimate
+16694251763,2024-10-20 13:05:40,0,11,0,+1,11,0,0,0,13,1,0,2,voip_fraud
+14158805651,2024-09-19 19:21:27,491,4,0,+1,11,0,0,0,19,0,0,1,legitimate
+18727769150,2024-11-12 03:44:04,7,19,0,+1,11,0,0,0,3,0,0,0,voip_fraud
+12025107782,2024-03-11 15:45:17,1,12,0,+1,11,0,0,0,15,0,0,1,voip_fraud
+18778584821,2024-04-02 01:37:43,6,12,0,+1,11,1,0,0,1,0,0,1,robocall
+15038617224,2024-12-01 04:54:32,138,2,0,+1,11,0,0,0,4,1,0,0,legitimate
+855096834869,2024-09-15 15:06:27,13,12,1,+85,12,0,0,0,15,1,1,12,spam
+14044912808,2024-04-10 21:07:40,8,37,0,+1,11,0,0,0,21,0,0,6,robocall
+911435434918,2024-10-20 04:53:19,15,14,1,+91,12,0,0,0,4,1,1,10,spam
+14157672274,2024-06-15 08:03:10,388,5,0,+1,11,0,0,0,8,1,0,2,legitimate
+14043419132,2024-12-30 12:59:04,336,2,0,+1,11,0,0,0,12,0,0,2,legitimate
+14042493674,2024-03-03 04:42:52,1,34,0,+1,11,0,0,0,4,1,0,18,robocall
+17868822244,2024-05-05 13:21:50,8,16,0,+1,11,0,0,0,13,1,0,2,voip_fraud
+14152530257,2024-11-07 01:09:56,503,1,0,+1,11,0,0,0,1,0,0,1,legitimate
+18772721518,2024-08-09 11:14:30,7,34,0,+1,11,1,0,0,11,0,0,16,robocall
+12124639712,2024-03-04 01:35:03,8,18,0,+1,11,0,0,0,1,0,0,8,robocall
+15037320122,2024-01-31 10:09:52,245,2,0,+1,11,0,0,0,10,0,0,2,legitimate
+13461875099,2024-02-21 17:35:56,7,3,0,+1,11,0,0,0,17,0,0,1,voip_fraud
+15037111283,2024-06-05 13:28:13,1,48,0,+1,11,0,0,0,13,0,0,6,robocall
+15032638614,2024-10-09 00:05:44,6,48,0,+1,11,0,0,0,0,0,0,18,robocall
+6289143535,2024-11-23 08:52:11,7,23,1,+62,10,0,0,0,8,1,1,13,spam
+18883555826,2024-03-23 09:08:43,418,3,0,+1,11,1,0,0,9,1,0,0,legitimate
+10123456789,2024-07-20 01:10:48,2,4,0,+1,11,0,0,1,1,1,1,7,spoofed
+7223775044,2024-09-25 00:25:41,5,23,1,+72,10,0,0,0,0,0,1,5,spam
+666575552586,2024-10-12 10:24:56,10,14,1,+66,12,0,0,0,10,1,1,0,spam
+855410843971,2024-02-27 16:11:45,2,3,1,+85,12,0,0,0,16,0,1,6,spam
+10123456789,2024-07-10 11:27:57,3,8,0,+1,11,0,0,1,11,0,1,10,spoofed
+234337697916,2024-03-11 14:25:09,14,29,1,+23,12,0,0,0,14,0,1,8,spam
+2340142950336,2024-10-21 07:24:34,5,12,1,+23,13,0,0,0,7,0,1,1,spam
+13053384724,2024-09-25 10:58:34,2,48,0,+1,11,0,0,0,10,0,0,11,robocall
+12026901354,2024-01-01 23:56:24,3,16,0,+1,11,0,0,0,23,0,0,8,robocall
+864939098112,2024-03-11 01:11:48,3,13,1,+86,12,0,0,0,1,0,1,20,spam
+13051848463,2024-11-14 23:14:03,298,2,0,+1,11,0,0,0,23,0,0,2,legitimate
+16175277779,2024-12-04 04:29:44,7,20,0,+1,11,0,0,0,4,0,0,1,robocall
+14048901482,2024-05-14 13:01:10,1,20,0,+1,11,0,0,0,13,0,0,13,robocall
+15280000000,2024-03-06 15:13:36,4,4,0,+1,11,0,0,1,15,0,1,2,spoofed
+15039323962,2024-05-24 07:54:25,3,41,0,+1,11,0,0,0,7,0,0,20,robocall
+14044024300,2024-01-31 22:11:11,180,4,0,+1,11,0,0,0,22,0,0,0,legitimate
+85544783907,2024-03-01 04:05:58,4,14,1,+85,11,0,0,0,4,0,1,15,spam
+9983272221553,2024-03-15 10:03:49,3,15,1,+99,13,0,0,0,10,0,1,19,spam
+17135385367,2024-04-02 03:01:55,6,20,0,+1,11,0,0,0,3,0,0,14,robocall
+14154836940,2024-03-21 22:15:07,7,30,0,+1,11,0,0,0,22,0,0,15,robocall
+18887063033,2024-10-28 16:38:23,273,3,0,+1,11,1,0,0,16,0,0,0,legitimate
+18883968364,2024-08-13 22:54:56,211,5,0,+1,11,1,0,0,22,0,0,0,legitimate
+12009997333,2024-10-12 17:09:15,2,6,0,+1,11,0,0,0,17,1,1,6,spoofed
+19009448484,2024-04-05 01:30:54,1410,3,0,+1,11,0,1,0,1,0,0,1,premium_rate
+12023763756,2024-05-06 20:48:26,400,2,0,+1,11,0,0,0,20,0,0,1,legitimate
+12009995953,2024-07-15 18:13:54,1,9,0,+1,11,0,0,0,18,0,1,15,spoofed
+18779949043,2024-10-03 00:05:11,2,26,0,+1,11,1,0,0,0,0,0,12,robocall
+9190458963,2024-12-28 17:22:53,11,14,1,+91,10,0,0,0,17,1,1,4,spam
+18662720485,2024-08-03 04:19:34,463,1,0,+1,11,1,0,0,4,1,0,1,legitimate
+12121949541,2024-12-28 22:31:44,308,1,0,+1,11,0,0,0,22,1,0,2,legitimate
+18776030817,2024-05-02 23:30:34,6,15,0,+1,11,1,0,0,23,0,0,9,robocall
+15036491198,2024-02-14 17:29:00,407,2,0,+1,11,0,0,0,17,0,0,1,legitimate
+13052715864,2024-05-24 08:08:45,478,1,0,+1,11,0,0,0,8,0,0,0,legitimate
+3807827577,2024-04-13 01:48:24,3,11,1,+38,10,0,0,0,1,1,1,12,spam
+19768179349,2024-06-20 00:11:16,108,2,0,+1,11,0,1,0,0,0,0,2,legitimate
+12026284544,2024-04-05 13:05:47,74,3,0,+1,11,0,0,0,13,0,0,0,legitimate
+17622009047,2024-03-15 00:33:18,2,16,0,+1,11,0,0,0,0,0,0,0,voip_fraud
+12026053293,2024-06-27 13:00:35,271,2,0,+1,11,0,0,0,13,0,0,0,legitimate
+14046727632,2024-01-12 11:42:48,2,31,0,+1,11,0,0,0,11,0,0,1,robocall
+12121437811,2024-05-07 00:01:19,1440,2,0,+1,11,0,0,0,0,0,0,2,premium_rate
+17372241535,2024-11-15 05:40:00,7,11,0,+1,11,0,0,0,5,0,0,1,voip_fraud
+440137437,2024-09-18 08:31:46,3,3,1,+44,9,0,0,0,8,0,1,15,spam
+18778118459,2024-09-21 13:07:05,511,4,0,+1,11,1,0,0,13,1,0,1,legitimate
+18887807103,2024-03-27 09:28:11,595,4,0,+1,11,1,0,0,9,0,0,0,legitimate
+15033435733,2024-10-01 11:37:24,284,2,0,+1,11,0,0,0,11,0,0,1,legitimate
+14049828381,2024-05-11 18:20:56,155,4,0,+1,11,0,0,0,18,1,0,2,legitimate
+11234567890,2024-03-07 22:55:00,5,5,0,+1,11,0,0,1,22,0,1,15,spoofed
+18771697770,2024-07-02 01:58:58,521,5,0,+1,11,1,0,0,1,0,0,0,legitimate
+18888484166,2024-01-07 15:28:15,133,2,0,+1,11,1,0,0,15,1,0,2,legitimate
+13127071696,2024-10-03 16:14:29,243,3,0,+1,11,0,0,0,16,0,0,0,legitimate
+18004324179,2024-11-04 01:58:34,7,39,0,+1,11,1,0,0,1,0,0,6,robocall
+16693724863,2024-06-23 17:55:37,9,14,0,+1,11,0,0,0,17,1,0,1,voip_fraud
+9135941234592,2024-04-13 05:51:23,13,19,1,+91,13,0,0,1,5,1,1,1,spam
+15037926800,2024-10-03 22:38:45,2,35,0,+1,11,0,0,0,22,0,0,1,robocall
+17025681322,2024-08-29 03:26:53,120,5,0,+1,11,0,0,0,3,0,0,2,legitimate
+19001071246,2024-09-19 07:57:13,1126,3,0,+1,11,0,1,0,7,0,0,2,premium_rate
+14049190913,2024-05-09 19:00:40,434,1,0,+1,11,0,0,0,19,0,0,2,legitimate
+13056185270,2024-08-24 20:01:15,4,22,0,+1,11,0,0,0,20,1,0,13,robocall
+18771293064,2024-06-12 02:37:01,376,3,0,+1,11,1,0,0,2,0,0,0,legitimate
+18667958538,2024-09-17 01:35:52,5,5,0,+1,11,1,0,0,1,0,0,9,robocall
+18774648426,2024-06-05 20:32:52,66,4,0,+1,11,1,0,0,20,0,0,2,legitimate
+12028814445,2024-11-20 23:13:48,6,4,0,+1,11,0,0,0,23,0,0,0,voip_fraud
+16174133831,2024-02-29 07:24:49,7,40,0,+1,11,0,0,0,7,0,0,20,robocall
+18779040805,2024-12-22 03:28:31,276,1,0,+1,11,1,0,0,3,1,0,2,legitimate
+16491111111,2024-10-30 14:28:26,2,3,0,+1,11,0,0,1,14,0,1,6,spoofed
+16175322289,2024-12-06 15:57:42,156,2,0,+1,11,0,0,0,15,0,0,2,legitimate
+4410276471424,2024-12-11 20:14:10,3,6,1,+44,13,0,0,0,20,0,1,2,spam
+12021156287,2024-08-22 19:36:06,105,5,0,+1,11,0,0,0,19,0,0,0,legitimate
+18778105807,2024-06-27 22:42:08,4,38,0,+1,11,1,0,0,22,0,0,6,robocall
+15038127778,2024-05-08 22:51:17,234,4,0,+1,11,0,0,0,22,0,0,2,legitimate
+19763769205,2024-10-12 19:34:26,8,19,0,+1,11,0,1,0,19,1,0,20,robocall
+15140000000,2024-05-15 09:18:04,1,9,0,+1,11,0,0,1,9,0,1,17,spoofed
